bpm,pace,time,distance,dist_week,dist_month,dist_quater,dist_year,count_week,count_month,count_quater,count_year,point_week,point_month,point_quater,point_year,steps_week,steps_month,steps_quater,steps_yeqr,PAI_week,PAI_month,PAI_quater,PAI_yeqr,weight_week,weight_month,weight_quater,weight_yeqr,cold_week,cold_month,cold_quater,cold_yeqr,puls_week,puls_month,puls_quater,puls_year,gap,temperature,weight
139,527,6068,11513,28734,88698,268801,805815,2,6,20,63,-1.5,-3.3,-2.3,-6.2,98239,355469,1053645,3832623,147,114,112,130,78,77.4,77.9,80.4,5,20,48,242,60,60,61,63,4,23,78.2
146,439,5889,13388,26703,96486,266871,792427,2,7,20,62,-3.1,-3.9,-2.4,-6.3,95785,367241,1040024,3809956,127,112,114,129,77.6,77.2,78.1,80.4,6,22,48,242,61,60,61,63,2,26,78.1
149,437,6716,15346,33258,81140,272778,777081,2,6,20,61,-6.7,-4.2,-2.4,-6.4,101660,360436,1028900,3786634,120,110,115,129,77.4,77.1,78.1,80.5,4,21,47,242,62,61,61,63,4,31,77.7
143,474,5390,11357,21901,84704,276426,773424,1,6,20,61,-9.4,-3.8,-2.3,-6.5,81065,362803,1019970,3781632,114,120,118,130,77.1,77,78.3,80.5,1,20,46,243,61,60,61,63,3,33,77.1
163,427,9372,21901,8659,79007,254525,751523,1,6,19,60,-1.1,-2.5,-1.8,-6.5,68824,361331,1004240,3764340,122,125,121,130,76.8,77,78.4,80.6,3,21,48,245,59,60,61,63,6,33,77.1
149,423,3670,8659,18047,93574,277502,750604,1,8,20,61,-2.6,-2.3,-1.8,-7,68199,385948,1010835,3760875,50,108,123,130,76.7,76.7,78.6,80.6,6,23,51,244,59,60,61,64,3,23,76.4
147,452,8168,18047,0,75527,274465,732557,0,7,20,60,-2.3,-2.3,-1.9,-7,42282,370310,997064,3755588,71,101,126,130,76.9,76.8,78.9,80.6,7,21,51,242,60,60,61,64,10,21,76.9
159,392,3218,8191,12985,67336,290468,724366,1,6,21,59,-4.6,-2.1,-2.2,-7.1,95826,335939,1056764,3779400,152,71,136,131,77.4,76.8,79.2,80.7,4,11,49,234,63,60,61,64,2,36,76.9
147,460,5983,12985,14921,54351,298737,711381,1,5,21,58,-1.6,-1.6,-1.8,-7.2,90965,300838,1052654,3749811,175,64,138,131,77.3,76.8,79.3,80.8,4,9,49,232,61,60,61,64,6,34,77.8
151,422,6303,14921,39430,39430,313155,696460,4,4,22,57,-1.6,-1.6,-2,-7.3,120235,308554,1043244,3707147,103,41,141,130,76.5,76.5,79.5,80.8,5,10,50,231,59,60,62,64,2,30,76.8
142,469,7607,16204,23226,23226,296951,680256,3,3,21,56,-1.5,-1.5,-2,-7.4,98062,296633,1032143,3687525,58,41,141,129,76.5,76.5,79.7,80.9,4,9,49,230,59,60,62,64,2,23,76.9
145,468,5608,11963,11263,32527,299995,668293,2,3,21,55,0,0.8,-2.1,-7.5,85254,293635,1031634,3668090,25,47,143,129,76.3,76.3,80,81,4,10,49,231,59,60,62,64,1,25,76
143,451,3266,7238,4025,25289,292757,661055,1,2,20,54,0.8,1.6,-2.2,-7.6,74781,279074,1021169,3656833,16,50,144,129,76.5,77.6,80.1,81.1,3,10,48,231,59,60,62,64,1,22,76.3
141,449,1810,4025,0,30771,298765,657030,0,2,20,53,-2.3,-2.3,-2.5,-7.8,76248,276935,1029396,3653683,13,55,145,129,76.7,78.3,80.3,81.1,2,9,48,230,60,60,62,64,28,27,76.7
157,369,7861,21264,39201,148034,349438,644626,3,10,24,53,-1.8,-1.8,-3.8,-8.1,91006,336676,1059194,3602993,178,195,173,133,80.2,79.9,81,81.2,3,18,62,235,63,62,63,64,2,28,79.8
143,492,4681,9507,50948,138527,339931,635119,3,9,23,52,0.8,0.8,-3.6,-8.2,85036,338036,1055426,3594451,183,193,174,133,80.1,80.1,81,81.3,3,18,63,236,63,62,63,64,2,29,79.9
160,355,7564,21281,29667,131876,339915,613838,2,9,23,51,-0.8,-0.8,-4.2,-8.4,69133,322133,1053287,3580390,200,193,176,133,80,80.1,81,81.3,3,19,63,236,64,62,63,64,3,25,80.8
144,446,3756,8413,32098,138473,346519,605425,2,9,23,50,-3.5,-3.5,-4.7,-8.6,69670,333849,1060757,3575327,200,189,173,133,79.8,80,81.1,81.3,4,21,63,236,62,62,63,64,30,31,79.7
160,349,7438,21254,22857,117219,325265,592661,2,8,22,50,-3.5,-3.5,-4.7,-8.5,77000,340868,1052276,3580269,200,186,171,132,79.9,80.2,81.2,81.4,5,21,64,237,62,62,63,64,4,26,79.4
145,455,4945,10844,23471,118568,314421,581817,2,8,21,49,-5.3,-5.3,-4.7,-8.5,77000,357854,1037388,3568051,200,185,168,131,79.7,80.3,81.3,81.4,5,23,65,238,62,62,63,64,3,27,80.4
166,347,4176,12013,32711,106555,321865,569804,2,7,21,48,-5.3,-5.3,-4.8,-8.5,77000,358429,1049927,3557419,200,184,166,130,79.7,80.4,81.4,81.4,4,22,65,236,62,62,63,64,2,31,79.2
166,350,4015,11458,36258,107098,310407,558346,2,7,20,47,-4.5,-4.5,-4.8,-8.5,77000,364369,1038456,3545471,200,183,164,130,80,80.7,81.5,81.5,4,22,66,235,62,63,63,64,4,29,79.6
160,351,7472,21253,15005,107099,304160,537093,1,7,20,46,-3.3,-3.3,-4.8,-8.5,77000,373840,1047409,3560860,200,184,163,129,80.3,80.9,81.7,81.5,5,24,66,233,62,63,63,64,3,27,80.3
168,349,5245,15005,17006,106424,289155,522088,1,7,19,45,-3.2,-3.2,-4.8,-8.5,77000,375204,1033329,3565983,187,187,163,128,80.6,81,81.8,81.5,5,23,67,231,62,63,64,64,5,28,80.2
169,349,5949,17006,29640,119434,295233,505082,2,8,20,44,-3.5,-3.4,-5.4,-8.5,88179,401323,1045255,3544826,152,186,160,127,80.6,81.2,82,81.6,6,21,63,231,62,63,64,64,3,28,81
161,372,5444,14630,15010,114837,280603,490452,1,8,19,43,-3.5,-3.4,-5.4,-8.5,89614,408859,1032263,3536192,159,186,158,127,80.9,81.4,82,81.6,6,21,61,232,64,63,64,64,4,27,80.2
168,354,5314,15010,12193,99827,265593,486072,1,7,18,43,-7,-3.4,-5.5,-8.5,93942,404972,1043520,3524004,183,177,157,127,81.5,81.5,82.1,81.6,6,21,58,232,63,63,64,64,6,26,81.6
161,410,5006,12193,33255,98284,282944,473879,2,7,19,42,-1.3,-2.8,-5.9,-8.6,99017,375300,1029901,3478909,197,174,158,126,81.4,81.6,82.1,81.6,5,22,55,231,63,63,64,64,4,21,81.4
166,357,4288,12001,35584,116302,270943,461878,2,8,18,41,-1.2,-4,-6.1,-8.7,85666,382411,1000977,3457477,213,169,156,126,81.3,81.8,82.1,81.6,5,22,56,232,63,63,64,64,3,20,81.3
165,344,7323,21254,29339,95048,264760,440624,2,7,18,40,-2.6,-4.8,-7,-9,82400,358782,1010084,3426837,214,162,152,125,81.2,81.9,82.2,81.6,5,22,55,231,62,63,64,64,4,15,81.3
170,339,4870,14330,30016,90726,250430,447804,2,7,17,40,-4.1,-5.2,-7.3,-9.2,98919,340617,1015816,3434428,192,152,146,124,81.3,81.9,82.2,81.6,3,21,56,229,63,64,64,64,2,18,80.9
169,339,5091,15009,25040,96977,235421,432795,2,7,16,39,-4.5,-5.9,-7.6,-9.4,99782,347508,1003164,3413147,166,144,143,123,81.9,82.1,82.3,81.6,3,21,56,227,63,64,64,64,3,17,81.4
173,350,5257,15007,10033,81970,220414,417788,1,6,15,38,-2.9,-5.9,-7.7,-9.5,81481,321694,983810,3372259,119,135,140,123,82.1,82.2,82.4,81.6,5,22,58,228,63,64,64,64,3,21,81.5
168,344,3457,10033,0,71937,210381,420365,0,5,14,38,-6.9,-6.9,-8.2,-9.7,73204,302965,972722,3370282,101,141,138,122,82.7,82.3,82.4,81.6,7,24,59,229,62,64,64,64,12,25,82.7
164,362,3857,10650,30019,97569,211370,409715,2,6,14,37,-7.5,-6.8,-8.7,-9.7,86900,303917,951408,3339308,151,147,138,123,82.5,82.2,82.4,81.6,5,21,56,227,65,64,64,64,2,16,82.5
175,341,3420,10006,20013,107020,201364,399709,1,6,13,36,-8.1,-6.7,-8.8,-9.8,65474,304171,928094,3314177,142,144,136,123,82.5,82.2,82.4,81.6,5,21,57,227,65,65,64,64,2,18,82.4
173,371,7425,20013,10008,87007,191950,379696,1,5,13,35,-6.4,-6.4,-9,-9.8,44127,290240,930340,3290976,141,141,136,123,82,82.4,82.4,81.6,5,22,56,228,65,64,64,64,9,19,82.6
173,356,3572,10008,21260,92005,181942,369688,1,5,12,34,-5.9,-5.9,-9,-9.8,70806,311548,944869,3301242,110,145,132,122,81.9,82.4,82.4,81.5,5,22,58,230,65,64,65,64,3,10,81.4
171,365,7773,21260,0,70745,160682,348428,0,4,11,33,-5.9,-5.9,-9.3,-10,58543,297482,943568,3282739,150,153,131,122,82.3,82.6,82.5,81.5,6,23,59,231,63,64,64,64,9,15,82.3
170,370,7888,21265,15017,72564,150956,327163,1,5,11,32,-7.3,-7.5,-9.5,-10.1,56426,302648,941436,3248528,122,138,129,121,82.1,82.8,82.5,81.5,5,16,58,231,63,65,65,64,2,10,82.6
170,373,5605,15017,0,57547,146321,312146,0,4,11,31,-7.6,-7.6,-10.3,-10.2,46275,318651,937043,3230620,117,137,128,121,81.6,82.9,82.5,81.5,6,17,59,233,64,65,65,64,8,15,81.6
170,371,7235,19457,15006,67634,126864,292689,1,5,10,30,-4.2,-8.9,-10.7,-10.3,76172,329928,937120,3234924,152,154,126,122,83.7,82.6,82.6,81.5,5,13,59,232,65,65,65,64,7,17,83.7
165,374,5618,15006,13720,67699,121858,277683,1,5,10,29,-10.1,-10.7,-11.5,-10.5,67454,342463,927137,3208690,177,145,126,121,83.1,82.4,82.4,81.4,4,13,59,233,65,65,65,64,5,17,83
172,383,5261,13720,9364,53979,108138,263963,1,4,9,28,-9.7,-10.8,-11.6,-10.5,57952,337930,902875,3185921,111,128,122,120,83.1,82.3,82.3,81.4,0,13,59,233,65,65,65,64,3,16,83.1
172,376,3529,9364,0,44615,98774,254599,0,3,8,27,-11.2,-11.2,-11.9,-10.6,83675,341694,897076,3175856,102,125,120,120,83,82.1,82.3,81.3,1,16,62,236,65,65,65,64,12,16,83
169,381,5786,15156,29459,41098,99388,239443,2,3,9,26,-12.9,-13.6,-12.2,-10.7,89891,310656,859555,3118251,147,114,119,117,81.5,81.9,82.1,81.2,3,21,69,235,65,64,65,64,2,10,82
172,401,5772,14388,15071,26710,85000,225055,1,2,8,25,-13.2,-14.2,-12.1,-10.6,79200,289518,853017,3100837,116,110,116,116,81.8,81.9,82,81.2,5,23,69,236,65,64,65,64,5,14,81
173,401,6048,15071,0,22238,69929,209984,0,2,7,24,-12.5,-12.5,-12,-10.5,82345,302918,821951,3070347,81,107,115,116,82.5,82.4,82.1,81.2,6,23,69,236,64,64,65,64,21,16,82.5
177,393,4580,11639,10599,32520,72080,198345,1,3,8,23,-9.9,-11.4,-11.8,-10.3,73017,300729,759713,2977483,129,117,113,116,82.2,82.5,81.8,81.2,5,24,71,238,64,65,65,64,7,3,82.2
171,383,4065,10599,0,21921,76351,187746,0,2,9,22,-12.2,-12.2,-12.8,-10.3,68370,291340,760533,2941259,81,115,115,116,82.6,82.5,81.4,81.1,7,25,71,233,65,65,65,64,14,3,82.6
168,387,4473,11539,10382,20382,86392,176207,1,2,11,21,-15.9,-14.1,-11.1,-10.4,77734,268189,782754,2887982,116,117,123,115,82.5,82.3,81.2,81,5,24,70,229,65,66,65,64,5,14,83
173,414,4308,10382,0,20010,88285,165825,0,2,12,20,-11.8,-11.8,-9.6,-10.1,62614,251891,767634,2853069,100,119,123,115,82,82,81,80.9,6,26,70,228,65,66,65,64,16,15,82
175,381,3818,10000,0,23800,78285,155825,0,3,11,19,-11.6,-11.6,-9.4,-10,54508,233457,746259,2859196,103,111,113,114,82,81.4,80.9,80.9,6,23,67,224,68,66,65,63,14,-2,82
172,387,3880,10010,5760,19550,77985,145815,1,3,12,18,-11,-12.3,-10,-9.9,49552,213990,769367,2826495,117,97,116,113,81.2,81,80.7,80.8,4,23,66,224,64,65,64,63,6,4,81.3
169,399,2305,5760,0,18650,77955,140055,0,3,12,17,-15.6,-15.6,-10.4,-9.9,52287,220798,785719,2811642,98,98,117,113,81,80.6,80.4,80.8,3,22,62,224,66,65,64,63,8,13,81
174,387,3114,8030,0,20630,69925,132025,0,3,11,16,-14.7,-14.7,-10.2,-9.7,35969,233307,806492,2789922,57,117,118,113,81.2,80.4,80.4,80.8,6,25,59,227,66,65,64,63,13,11,81.2
169,414,2389,5760,0,43625,64165,126265,0,6,10,15,-7.4,-7.4,-9.9,-9.4,38464,294677,826710,2801044,108,151,122,113,80.6,80.7,80.3,80.8,5,21,51,227,65,64,64,63,8,18,80.6
176,432,2103,4860,10010,43865,59305,121405,1,6,9,14,-9.9,-5.7,-8.6,-8.6,77595,319487,850854,2795682,159,142,117,112,79.9,80.7,80.3,80.8,6,22,49,227,63,64,64,63,5,26,79.4
171,382,3836,10010,9500,33855,49295,111395,1,5,8,13,-7.9,-4.9,-8.5,-8.5,80515,298562,823870,2784823,171,125,113,111,80.7,80.9,80.4,80.9,6,22,45,228,63,64,64,63,5,22,80.45
170,372,3541,9500,6010,24355,39795,101895,1,4,7,12,-5.7,-4.1,-8.6,-8.6,79832,268531,785539,2755858,153,107,108,111,81,81,80.4,80.9,6,21,42,228,64,64,64,63,3,24,81
163,389,2345,6010,6070,18345,33785,95885,1,3,6,11,-1,-3.6,-9.1,-8.8,79488,273954,783485,2763885,164,99,106,110,81.2,81,80.3,80.9,5,18,41,226,65,64,64,63,5,24,81
158,378,2297,6070,12275,12275,27715,89815,2,2,5,10,-4.9,-4.9,-10.7,-9.6,66358,241478,762688,2728852,139,93,103,110,81,81,80.1,80.9,4,19,41,227,65,64,64,63,3,20,81.4
164,331,2362,7175,5100,12800,20540,92650,1,2,4,10,-10.8,-10.7,-13.6,-10.6,57512,244194,745691,2728110,93,95,101,110,80.9,80.9,79.9,80.8,5,21,43,229,65,64,64,63,3,18,80.8
168,402,2054,5100,0,7700,24300,87550,0,1,4,9,-10.6,-10.6,-13.6,-10.6,56198,247051,754419,2718522,61,96,103,110,80.9,80.4,79.7,80.8,5,22,43,230,63,63,64,63,27,24,80.9
163,423,3263,7700,2010,7740,25090,79850,1,2,4,8,-17.7,-16.5,-12.5,-10.6,65592,288318,797025,2686467,136,120,111,110,79.4,79.2,80.4,80.8,4,8,34,232,62,63,64,62,4,26,79.9
138,574,1161,2010,5730,5730,23080,77840,1,1,3,7,-15.3,-15.3,-10.7,-9.6,66470,277971,785018,2655596,126,115,111,109,78.9,78.9,80.5,80.9,0,6,34,232,62,63,64,62,5,30,78.8
160,466,2677,5730,0,0,27980,72110,0,0,3,6,-6.9,-6.9,-6.9,-8.6,96212,281417,791537,2635364,108,99,113,108,79,79,81.1,81.2,1,8,39,232,64,64,64,62,54,28,79
154,464,4112,8860,0,8490,53240,138360,0,1,4,11,-6.2,-6.2,-8.1,-5.8,60435,281858,729889,2740576,153,119,127,116,81.8,82.1,81.8,79.9,3,13,57,248,66,65,63,62,9,31,81.75
160,407,3464,8490,0,10630,44750,164600,0,1,3,14,-4,-4,-8.7,-4,52488,275254,711829,2754608,63,121,127,116,82.5,81.9,81.8,79.5,5,16,60,248,64,64,63,62,26,25,82.5
158,401,4270,10630,0,34120,34120,153970,0,2,2,13,-11.1,-11.1,-11.1,-3.9,51676,229058,656378,2788101,122,123,125,118,81.3,81.6,81.6,79.3,6,18,66,260,62,62,62,62,18,25,81.25
171,415,8948,21510,0,12610,12610,132460,0,1,1,12,-9.2,-9.2,-9.2,-3.2,32528,212399,607195,2789928,106,132,114,120,81.6,81.8,81.8,79.1,2,21,62,263,63,62,63,61,10,16,81.6
165,407,5139,12610,0,0,0,119850,0,0,0,11,-2.6,-2.6,-2.6,-2.6,43165,200436,583356,2870039,130,128,113,121,82,82,82,78.9,5,26,66,266,62,61,63,61,207,10,82
159,429,4309,10010,0,0,58520,134560,0,0,4,14,-3.9,-3.9,-3.9,-1.7,55524,203133,742882,2752922,121,105,119,122,80.6,80.6,78.6,79.2,6,24,61,267,59,60,61,61,68,13,80.55
164,397,1378,3460,15050,90550,106380,260690,1,7,9,20,-3.9,-2.1,-1.4,-0.7,82223,348496,981390,2840859,214,194,168,120,77.9,78.1,78.4,79.5,5,21,71,265,60,60,61,61,5,24,78.2
167,362,5451,15050,20010,91330,91330,276890,1,8,8,21,-0.9,-1.1,-1.1,-0.6,79550,340934,942172,2842955,131,182,163,119,77.7,78.3,78.5,79.6,5,20,72,266,60,60,61,61,3,26,77.5
159,384,7692,20010,0,71320,71320,276880,0,7,7,21,-1.1,-1.1,-1.1,-0.5,47270,314507,913431,2826468,113,178,166,119,78,78.6,78.6,79.7,5,20,72,264,59,60,61,61,14,26,77.95
159,401,8041,20000,31590,51320,54620,336980,3,6,7,25,-3.3,-0.8,-1.5,-0.2,96941,374504,927750,2841910,252,177,174,121,78.1,78.7,78.5,79.9,7,26,75,261,59,62,61,61,3,31,77.5
170,356,3561,10000,25490,41320,44620,356490,3,5,6,26,-0.4,0.2,-0.8,0,92641,356455,916082,2849139,216,165,173,121,78.7,78.9,78.6,79.9,4,26,74,260,60,62,61,61,2,32,77.8
149,426,2812,6590,24730,34730,38030,359400,3,4,5,26,0.6,0.6,-0.6,0.2,82763,340192,899557,2846927,190,157,172,120,79,79.1,78.8,80,4,26,74,260,61,62,61,61,2,29,78.9
159,391,5871,15000,19730,19730,23030,359410,3,3,4,26,1.7,1.7,-0.1,0.3,72910,329557,887446,2847097,149,150,170,121,79.1,79.1,78.8,80.1,3,25,74,259,62,62,61,61,1,26,79.05
151,383,1496,3900,15830,15830,19130,355510,2,2,3,25,1.1,1.1,-1.1,0.2,62714,316787,876300,2839899,139,148,170,121,79.1,79.1,78.7,80.1,4,26,75,259,61,62,61,61,3,24,79
147,412,2408,5830,10000,10000,13300,371620,1,1,2,26,0.5,0.5,-2.5,0.1,71378,313237,867245,2854024,138,145,170,121,79.2,79.2,78.6,80.1,6,28,76,260,63,62,61,61,2,24,79
155,381,3815,10000,0,0,3300,387230,0,0,1,27,-5.5,-5.5,-5.5,0.1,78574,316356,855316,2877018,156,146,171,122,79.4,79.4,78.4,80.2,7,29,77,260,62,62,61,61,74,22,79.35
162,392,1004,3300,0,0,0,491500,0,0,0,38,-1.2,-1.2,-1.2,-1.2,59187,191642,548503,2815944,222,142,126,109,77.4,77.4,77.4,80.2,6,22,63,244,59,60,60,62,172,18,77.35
161,353,3542,10010,5410,11410,172250,489710,1,2,11,39,2.8,0.9,0.2,-1.2,62959,213974,808970,2710227,43,56,90,90,82,81.8,80.6,80.2,7,30,65,215,63,63,63,62,3,11,82
159,342,1857,5410,0,6000,186840,484300,0,1,11,38,-1,-1,0.1,-1.3,53667,195943,809728,2677196,67,61,94,91,82,81.8,80.5,80.2,7,30,63,212,63,63,63,62,10,14,82
162,358,2157,6000,0,75060,230860,478300,0,3,13,37,-0.5,-0.5,0.4,-1.3,51108,251225,823988,2602330,22,79,107,91,81.5,80.6,80.3,80.1,7,28,57,202,63,63,63,62,23,17,81.5
163,375,15819,42500,32560,77090,363300,478300,2,5,26,37,-1.3,-0.5,-0.3,-1.4,62230,238822,980696,2413335,107,94,153,93,80.3,80.5,80.1,80,6,23,48,180,63,63,62,62,4,12,80
163,349,3494,10000,22560,77090,371480,468300,1,5,27,36,-2,0.5,-0.7,-1.4,55447,240117,1005754,2386552,78,79,158,93,80.4,80.6,80.1,80,4,22,47,176,63,63,62,62,2,16,80.3
164,371,8390,22560,15010,54530,357120,467240,1,4,27,36,-3.3,1.2,-0.9,-1.2,47690,223158,991079,2356105,79,78,159,93,80.5,80.6,80.1,80,4,20,46,174,63,63,62,62,7,16,80.5
169,348,5231,15010,14520,39520,351430,493580,1,3,27,37,0.2,2.6,-0.9,-0.9,70717,273065,1017362,2308415,76,88,154,93,80.6,80.6,80.1,79.8,7,16,45,170,63,63,62,62,7,24,80.6
162,354,5149,14520,0,46250,344010,509070,0,3,27,39,2.2,2.2,-1.2,-0.5,35000,307381,996863,2237698,117,109,159,94,81.6,80.4,80.1,79.5,5,10,41,163,63,63,62,61,8,30,81.6
158,349,5398,15000,10000,61250,336970,533280,1,4,27,40,4.4,0.7,-1.4,-0.3,41107,322045,988259,2184513,43,123,152,93,80.2,79.9,80,79.3,4,10,44,158,63,63,62,61,3,25,80
155,349,3496,10000,0,61250,326970,533290,0,4,26,40,-0.5,-0.5,-1.7,-0.3,62134,322531,989991,2161435,48,134,153,93,80.3,79.5,80,79.3,2,8,43,156,62,63,62,61,18,21,80.3
169,337,7104,21250,30000,174120,314440,610370,2,12,26,47,-0.3,0.4,-1.8,0.2,63045,332178,912007,1935513,148,205,151,92,79.7,80,80,79.1,5,16,52,154,62,61,62,61,3,19,79.5
155,399,3998,10000,30000,186230,304440,600370,2,13,25,46,0.4,0.6,-1.8,0.3,62353,358140,946844,1911257,167,217,148,91,79.8,80,80,79.1,3,14,49,151,62,61,62,61,3,23,79.3
159,367,7350,20000,40000,181670,284440,601620,2,13,24,46,-0.2,0.4,-2,0.1,73254,365360,931157,1877468,183,228,145,90,79.3,80.1,80,79.1,3,14,51,150,62,61,62,61,4,25,80.2
166,333,3212,10000,40020,204710,274440,602060,2,15,23,46,1.9,-0.3,-2,0.2,68179,401476,948878,1848904,199,238,140,88,80,80,80,79,3,16,52,148,62,61,62,61,3,19,78.4
161,378,11346,30000,40100,184960,244440,585080,3,15,22,47,0.5,-0.5,-2.1,0.3,65527,390487,915284,1804214,216,245,137,87,80.6,80.2,80.1,79.1,3,16,54,147,61,61,62,61,2,23,80.7
156,350,3512,10020,30080,193120,239220,575060,2,16,22,46,-1.1,-1.5,-2.5,0.2,59851,404944,911241,1785742,240,247,134,86,80.6,80.1,80.1,79.1,2,17,55,146,61,61,62,61,4,19,81
165,383,7681,20000,49090,190640,219220,555060,4,17,21,45,1.4,-1.8,-2.4,0.4,93355,408852,901350,1753496,247,225,128,84,79.7,80.1,80,79,4,17,56,144,60,62,62,61,1,19,80.1
152,380,3840,10080,54020,180560,209140,544980,4,16,20,44,0.9,-2,-2.7,0.3,97853,414397,888595,1738687,249,217,126,83,79.8,80.1,80,79,5,17,57,144,60,62,62,61,3,25,80.7
154,381,3625,9500,54520,171060,203260,535480,4,15,20,43,0.6,-2.3,-2.9,0.3,104516,410268,893311,1707851,247,193,118,80,80,80.1,80,79,5,18,57,143,60,62,62,61,1,22,78.6
162,382,7666,20010,46450,151050,183250,515470,4,14,19,42,1.7,-2.3,-2.9,0.4,98261,388853,872621,1679906,249,188,116,79,80.1,80.2,80.1,79,5,17,57,142,61,63,62,61,2,20,79.5
149,381,3624,9500,47120,141550,173750,505970,4,13,18,41,0.5,-2.8,-3.3,0.2,107024,377764,859257,1660141,253,182,111,78,80.4,80.2,80.1,78.9,3,16,57,140,61,63,62,61,1,30,80.2
158,372,5589,15010,47550,126540,158740,490960,4,12,17,40,0.1,-3.1,-3.6,0.2,109574,364015,841848,1640834,254,179,109,77,80.3,80.2,80.1,78.9,3,16,57,139,61,63,62,61,3,28,81.6
152,399,3995,10000,47560,123640,148740,480960,4,12,16,39,-1.5,-3.8,-3.8,0.2,111159,356418,823326,1603335,260,166,101,74,80.2,80.1,80,78.9,3,16,58,138,61,63,62,61,3,28,79.2
153,389,4653,11940,50630,111700,136800,469020,4,11,15,38,-1.9,-3.8,-3.8,0.2,114104,340810,807303,1581645,259,161,99,73,80.2,80.1,80.1,78.8,3,15,58,137,61,63,62,61,2,25,80.4
154,383,3900,10170,48480,109490,126630,458850,4,11,14,37,-2.5,-4.2,-4.2,0.2,105689,330576,787937,1553117,256,148,94,71,80,80.1,80.1,78.8,5,17,60,137,61,63,62,61,1,23,79.9
158,381,5888,15440,43290,94050,111190,443410,4,10,13,36,-3,-4.6,-4.4,0.2,98621,319023,772457,1531260,256,140,92,70,80,80.1,80.1,78.8,4,17,60,136,62,63,62,61,3,20,81.3
161,392,3930,10010,41440,84040,105780,433400,4,9,13,35,-3.6,-4.5,-3.8,0.4,96374,286696,752097,1492176,249,117,84,66,79.9,80,80,78.7,5,19,61,135,63,63,62,61,1,26,79.1
159,395,5938,15010,36450,69030,90770,418390,4,8,12,34,-4.3,-4.7,-3.9,0.5,86743,267468,732619,1467541,237,109,82,65,79.9,80.1,80,78.7,5,19,61,134,63,63,62,61,2,28,79.5
156,391,3139,8020,36630,61010,82750,418390,4,7,11,34,-5.5,-5.2,-4.1,0.7,82402,261188,716974,1447428,203,94,78,63,79.8,80.2,80.1,78.6,4,18,60,132,64,63,62,61,1,24,80
158,391,4014,10250,35700,50760,72500,408140,4,6,10,33,-5.6,-5.6,-4.2,0.8,83727,256020,704455,1432639,169,89,75,62,80.1,80.2,80.1,78.6,5,18,61,132,65,63,62,61,3,23,81
159,418,2930,8160,27540,42600,64340,399980,3,5,9,32,-5.1,-5.3,-3.9,1,83368,228067,684226,1395802,68,76,69,59,80.2,80.1,80,78.5,4,19,61,130,64,62,62,61,1,30,79.2
165,380,3815,10020,17520,32580,54320,389960,2,4,8,31,-4.8,-5.2,-3.7,1.3,77968,214241,674955,1380798,45,74,67,58,80.5,80.2,80.1,78.5,4,19,61,129,65,62,62,61,2,29,79.1
164,390,3203,8200,9320,24380,46120,389810,1,3,7,31,-3.1,-4.7,-3.3,1.6,73973,213476,667148,1365026,21,73,65,57,81.3,80.5,80.2,78.5,3,19,62,128,64,62,62,61,1,29,81
164,365,3409,9320,0,23780,36800,387810,0,3,6,31,-5.2,-5.2,-3.3,1.7,62412,222931,654634,1348912,41,75,65,58,81.5,80.3,80.1,78.4,3,18,62,127,64,62,62,61,11,23,81.5
164,400,2845,7100,7960,16680,29700,389710,1,2,5,31,-3.1,-3.9,-2.4,2.1,49775,228242,650379,1257631,58,83,58,56,79.8,79.5,79.9,78.4,5,20,64,122,61,61,61,61,4,17,79.5
159,389,3106,7960,0,8720,21740,381750,0,1,4,30,-4.7,-4.7,-2.2,2.3,36301,258128,652550,1222541,27,82,55,55,80,79.5,79.9,78.3,6,18,64,120,61,61,61,61,15,14,80
160,396,3465,8720,0,4800,13020,405220,0,1,3,31,-4.5,-4.5,-1.3,2.7,62258,271561,711696,1125981,109,82,46,54,79,79.8,79.9,78.3,4,20,56,109,61,61,61,61,27,13,79
154,423,2035,4800,3620,8220,8220,431540,1,2,2,34,-3,0.3,0.3,3.6,43418,168658,779501,874501,56,42,39,46,80.5,80.2,80.2,78.3,5,23,59,91,62,62,61,61,7,7,80.5
149,437,1587,3620,0,4600,4600,427920,0,1,1,33,3.5,3.5,3.5,3.8,40532,168798,771083,831083,25,37,41,46,80.3,80.1,80.1,78.3,5,23,56,86,60,62,61,61,14,7,80.3
134,466,2149,4600,0,0,0,423320,0,0,0,32,3.8,3.8,3.8,3.8,27557,211274,748218,748218,45,26,48,48,79.9,79.9,79.9,78.2,5,18,48,74,62,61,61,61,196,17,79.9
