date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-05-27 00:00:00,11.2,8.9,14.1,,,,10.7,,999.2,
2022-05-28 00:00:00,9.8,5.5,13.8,3.7,,,9,,1000.5,
2022-05-29 00:00:00,10.3,5.7,14.4,1.2,,,11.1,,1010.2,
2022-05-30 00:00:00,13.6,4.8,20.4,0,,,5.9,,1019.2,
2022-05-31 00:00:00,14.7,12.9,16.6,4.8,,,9.9,,1020.2,
2022-06-01 00:00:00,17.8,10.5,23.9,0.2,,,8,,1021,
2022-06-02 00:00:00,18.7,12.3,25.3,13.2,,,7.8,,1019,
2022-06-03 00:00:00,16.9,11.6,21.7,5.8,,,11.3,,1016.3,
2022-06-04 00:00:00,15.4,9.3,21.2,0,,,8.4,,1019.5,
2022-06-05 00:00:00,14.2,10.7,18.3,6.4,,,9.3,,1015.3,
2022-06-06 00:00:00,15.6,10.1,21.2,0,,,11.1,,1015.6,
2022-06-07 00:00:00,15.1,9,20.1,0,,,8.6,,1016.2,
2022-06-08 00:00:00,16.9,9.8,23.4,0,,,5.6,,1014.3,
2022-06-09 00:00:00,19.4,10.3,27.3,0.4,,,5.3,,1012.9,
2022-06-10 00:00:00,21.5,16.4,25.6,0,,,9.4,,1013.2,
2022-06-11 00:00:00,19.8,13,25,0,,,5.8,,1015.1,
2022-06-12 00:00:00,20,15.4,24.3,0,,,8,,1014.2,
2022-06-13 00:00:00,19.1,13.8,23.8,5.7,,,7.9,,1010.8,
2022-06-14 00:00:00,20.1,15.1,25.9,4.8,,,2.8,,1008.5,
2022-06-15 00:00:00,15.7,12.7,18.5,0,,,4.2,,1009.8,
2022-06-16 00:00:00,17.4,13.5,21.1,0,,,3.2,,1012.5,
2022-06-17 00:00:00,16.3,11,20.3,3.2,,,1.7,,1013.4,
2022-06-18 00:00:00,16.5,11.5,20.6,0,,,2.7,,1013.8,
2022-06-19 00:00:00,19,14.5,23.2,0.2,,,3.5,,1008.2,
2022-06-20 00:00:00,16.9,13.2,19.3,1.5,,,4.4,,1006.1,
2022-06-21 00:00:00,15.8,13.9,18.3,0,,,1.2,,1002.8,
2022-06-22 00:00:00,17,13.4,21.9,0.5,,,5,,1002.5,
2022-06-23 00:00:00,19.1,13.2,23.9,0,,,6.5,,1011.3,
2022-06-24 00:00:00,20.8,12.1,26.2,0,,,4.7,,1015.7,
2022-06-25 00:00:00,22.9,15.2,28.8,0,,,3.5,,1018.2,
2022-06-26 00:00:00,24.9,16.4,31.5,0,,,2.6,,1020.5,
2022-06-27 00:00:00,26.4,18.8,32.1,0.2,,,4.4,,1019.2,
2022-06-28 00:00:00,22.5,17.8,25.1,0,,,4.9,,1020.4,
2022-06-29 00:00:00,18.8,13.2,23.4,0,,,3,,1022.4,
2022-06-30 00:00:00,19.7,12.1,24.8,0,,,5.9,,1018.2,
2022-07-01 00:00:00,18.7,15,21.7,0,,,6.8,,1019.4,
2022-07-02 00:00:00,19.4,10.9,25.5,0,,,4.8,,1021.4,
2022-07-03 00:00:00,24,17.8,29.3,0.6,,,5.4,,1015.6,
2022-07-04 00:00:00,24.2,16.8,30,0,,,3.1,,1015.1,
2022-07-05 00:00:00,23.4,18,29.6,0.2,,,1.8,,1014.7,
2022-07-06 00:00:00,23.8,16.6,28.9,0.1,,,2,,1014,
2022-07-07 00:00:00,24.5,19.4,30.9,2.1,,,3.4,,1011.8,
2022-07-08 00:00:00,20,16.5,23.8,0.5,,,4.1,,1017.4,
2022-07-09 00:00:00,20.4,15.9,25.1,0.2,,,1.5,,1015.2,
2022-07-10 00:00:00,21.8,16.7,28.5,3.8,,,2.9,,1010.4,
2022-07-11 00:00:00,24.6,17.1,32.2,0.5,,,4.8,,1009.7,
2022-07-12 00:00:00,22.2,18.2,24.9,4.8,,,4.8,,1009.7,
2022-07-13 00:00:00,20,15,24.2,0,,,2.5,,1012.8,
2022-07-14 00:00:00,19,13.9,22.7,0.5,,,1.7,,1007.3,
2022-07-15 00:00:00,18.9,15,22.8,0.1,,,3.5,,1007.1,
2022-07-16 00:00:00,17.9,13.8,22,0.3,,,2.4,,1012.8,
2022-07-17 00:00:00,17.8,13.9,21.3,2.2,,,1.7,,1015.2,
2022-07-18 00:00:00,17.1,14.2,20.1,0.7,,,3,,1014.6,
2022-07-19 00:00:00,16.5,12.7,19.9,0.3,,,4.6,,1013.7,
2022-07-20 00:00:00,16.3,13.6,20,7.1,,,3.6,,1008.1,
2022-07-21 00:00:00,17.2,14.2,21,4.3,,,5.2,,1006.3,
2022-07-22 00:00:00,20.5,15,25.7,0,,,7.7,,1013.3,
2022-07-23 00:00:00,22.5,15.8,27.9,0,,,2.9,,1014.6,
2022-07-24 00:00:00,23.4,17,28.4,0,,,1.7,,1011,
2022-07-25 00:00:00,22,17.8,26.9,0.2,,,2.6,,1007.7,
2022-07-26 00:00:00,22.8,17.4,28.7,0.1,,,3.1,,1009.2,
2022-07-27 00:00:00,24.4,18.8,30.7,0.1,,,1.9,,1010.5,
2022-07-28 00:00:00,22.7,19.1,27.6,7.5,,,1.9,,1012.3,
2022-07-29 00:00:00,19.3,15.3,23,0,,,4.2,,1016.8,
2022-07-30 00:00:00,17.9,13,22.4,0,,,1.8,,1019.3,
2022-07-31 00:00:00,18.8,12.5,23.8,0,,,2.1,,1018.7,
2022-08-01 00:00:00,20.1,13.6,25.6,0,,,2,,1018.1,
2022-08-02 00:00:00,20.9,14,26.9,0,,,2,,1016.5,
2022-08-03 00:00:00,22.2,15.4,28.6,0,,,1.7,,1017.5,
2022-08-04 00:00:00,23.3,16.8,28.7,0,,,2.1,,1020.6,
2022-08-05 00:00:00,24,17.6,30,0,,,1.8,,1021.5,
2022-08-06 00:00:00,24.6,17.6,31.2,0,,,2,,1020.2,
2022-08-07 00:00:00,23.3,18.8,29,4.4,,,2.9,,1017.6,
2022-08-08 00:00:00,18.9,16.7,21.4,2,,,4.2,,1021.4,
2022-08-09 00:00:00,17.6,15.7,21.1,16.3,,,4.4,,1022.1,
2022-08-10 00:00:00,18.1,13.6,23.5,0,,,5.2,,1022.9,
2022-08-11 00:00:00,19.2,13.3,25,0,,,3.1,,1025.3,
2022-08-12 00:00:00,20,12.4,26.4,0,,,1.7,,1024.8,
2022-08-13 00:00:00,21.1,13.7,27.9,0,,,1.8,,1022.6,
2022-08-14 00:00:00,22.1,14.8,28.5,0,,,1.4,,1020.7,
2022-08-15 00:00:00,22.7,16.7,28.4,0,,,2.4,,1021.1,
2022-08-16 00:00:00,23,16.5,28.6,0,,,3.1,,1021.6,
2022-08-17 00:00:00,23.1,17.5,29.4,0,,,3,,1019.4,
2022-08-18 00:00:00,23.1,16.9,29.6,0,,,3.1,,1019.5,
2022-08-19 00:00:00,21.9,18.3,25.8,0,,,4.5,,1023.7,
2022-08-20 00:00:00,18.7,14.8,21.8,0.1,,,3.5,,1026.8,
2022-08-21 00:00:00,20.1,12.6,25.7,0,,,3.6,,1024.3,
2022-08-22 00:00:00,22.4,17,29.8,0,,,2.9,,1023.4,
2022-08-23 00:00:00,24.5,16.4,31.7,0,,,2,,1026.3,
2022-08-24 00:00:00,24,16.7,31.1,0,,,2.2,,1028.1,
2022-08-25 00:00:00,23.4,15,31.4,0,,,1.3,,1025.4,
2022-08-26 00:00:00,23.6,15.8,31.5,0,,,1.7,,1022.2,
2022-08-27 00:00:00,23.2,15.3,30.8,0,,,1.9,,1021.7,
2022-08-28 00:00:00,22.8,16.4,29.7,0,,,1.9,,1018,
2022-08-29 00:00:00,21.6,17,26.1,0,,,2.4,,1011.5,
2022-08-30 00:00:00,21.9,17.8,27,9.1,,,1.7,,1008.5,
2022-08-31 00:00:00,17.2,12.1,20.5,0.5,,,4.7,,1007.4,
2022-09-01 00:00:00,10.9,8.9,12.9,0,,,4.4,,1010.3,
2022-09-02 00:00:00,8.9,7.4,11.1,1.2,,,4.6,,1014.9,
2022-09-03 00:00:00,10.3,5.3,14.6,0,,,2.6,,1022.8,
2022-09-04 00:00:00,10.3,5.8,14.4,0,,,2.8,,1022.4,
2022-09-05 00:00:00,8.4,5.3,11.1,2.4,,,3.7,,1020.7,
2022-09-06 00:00:00,8.6,6.8,10.7,0.2,,,6.3,,1018.9,
2022-09-07 00:00:00,8.6,6.5,12.4,2.4,,,3.2,,1014.4,
2022-09-08 00:00:00,8,6.1,10.2,0.8,,,6.9,,1017.9,
2022-09-09 00:00:00,8,4.1,12.2,0,,,4.1,,1026.7,
2022-09-10 00:00:00,8.9,2.2,15.3,0,,,1,,1027.9,
2022-09-11 00:00:00,9.8,2.8,16.4,0,,,2.3,,1022.1,
2022-09-12 00:00:00,10.4,7.8,13.5,2.1,,,2.9,,1018.5,
2022-09-13 00:00:00,10.7,6.8,15,1.7,,,3.2,,1015.3,
2022-09-14 00:00:00,11.4,10.1,13.4,3.2,,,3.3,,1005.6,
2022-09-15 00:00:00,12,9.6,15.3,2.5,,,1.1,,1002.1,
2022-09-16 00:00:00,11.6,6.6,16.2,4.7,,,2.4,,999.9,
2022-09-17 00:00:00,12.3,7.7,16.4,0,,,2.6,,1001.1,
2022-09-18 00:00:00,12,7.6,16.4,2.1,,,2.6,,1002.6,
2022-09-19 00:00:00,11.8,9.8,14.7,4.6,,,7.2,,991.2,
2022-09-20 00:00:00,11.6,8.6,15.2,0.5,,,4.2,,1008.5,
2022-09-21 00:00:00,9.8,5.1,14.2,5.5,,,2.1,,1015.9,
2022-09-22 00:00:00,10.8,8.6,14.3,0.3,,,3,,1015.9,
2022-09-23 00:00:00,10.9,7.5,14.2,0.1,,,3.8,,1014,
2022-09-24 00:00:00,8.6,7.8,9.9,25.9,,,5.9,,1001.3,
2022-09-25 00:00:00,7.5,6.6,8.4,7.5,,,1.5,,1001,
2022-09-26 00:00:00,7.8,5.9,10.1,1.8,,,1.7,,1008.9,
2022-09-27 00:00:00,7.9,3.9,11.7,0,,,2,,1012.3,
2022-09-28 00:00:00,8.7,7.5,10.2,0.1,,,4,,1003.7,
2022-09-29 00:00:00,10,7.6,13.1,0,,,1.2,,1008,
2022-09-30 00:00:00,11.8,8,16.7,4.1,,,2.5,,1014.9,
2022-10-01 00:00:00,13.3,12.2,14.8,5.3,,,1,,1013.6,
2022-10-02 00:00:00,11.6,9.9,13.7,2.6,,,2.6,,1005.3,
2022-10-03 00:00:00,12.4,9.2,15.9,13,,,7.8,,996.7,
2022-10-04 00:00:00,10,8.4,13.3,3.6,,,7.2,,1006.5,
2022-10-05 00:00:00,8,6.9,9.2,2.1,,,2.6,,1012.4,
2022-10-06 00:00:00,9.8,6.1,12.5,0.3,,,1.8,,1016.9,
2022-10-07 00:00:00,11.4,9.2,13.2,0,,,5,,1020,
2022-10-08 00:00:00,11.2,7.8,15.3,0,,,2.9,,1022.8,
2022-10-09 00:00:00,11.8,9.6,16,4.3,,,3.4,,1016.5,
2022-10-10 00:00:00,8.8,4.7,11.3,1.5,,,6.2,,1023,
2022-10-11 00:00:00,5.4,0.9,11.1,0,,,2.2,,1023.1,
2022-10-12 00:00:00,5.5,0.2,11.8,0,,,1.8,,1019.3,
2022-10-13 00:00:00,6,2.7,8.9,0.3,,,3.1,,1023.4,
2022-10-14 00:00:00,5.5,2.3,8.8,0,,,1.4,,1024.9,
2022-10-15 00:00:00,7.1,4.3,10.9,0,,,0.8,,1025.8,
2022-10-16 00:00:00,7.1,1.3,11.4,0,,,2.6,,1030.1,
2022-10-17 00:00:00,7.7,6.1,9.4,1.9,,,4.7,,1025,
2022-10-18 00:00:00,9,7.4,12.4,7.7,,,4.4,,1015.7,
2022-10-19 00:00:00,7.4,6.3,8.8,0.1,,,1.9,,1008.6,
2022-10-20 00:00:00,5.1,2.7,6.7,0.1,,,5.7,,1015.6,
2022-10-21 00:00:00,3.9,1.9,5.6,1.2,,,2.7,,1020.5,
2022-10-22 00:00:00,5.4,3.9,7,0.3,,,0.8,,1021.3,
2022-10-23 00:00:00,6,4,7.4,0.2,,,2.6,,1014,
2022-10-24 00:00:00,5.3,1.6,7,0.1,,,4.5,,1012.3,
2022-10-25 00:00:00,1.3,-2.1,4.4,0,,,1,,1020.4,
2022-10-26 00:00:00,2,-1.4,5.2,0,,,4.2,,1021.6,
2022-10-27 00:00:00,3.4,1.3,6.4,0,,,1.9,,1021.8,
2022-10-28 00:00:00,6.4,1.6,9.3,0.5,,,1.6,,1022.1,
2022-10-29 00:00:00,9.5,8.3,10.2,2.3,,,2.8,,1011.4,
2022-10-30 00:00:00,6.9,1,10.8,1.3,,,7.6,,999,
2022-10-31 00:00:00,1.6,-1.3,3.5,1.4,,,9.3,,1004.6,
2022-11-01 00:00:00,1,0.3,1.7,0,,,6.9,,1016.1,
2022-11-02 00:00:00,1.3,-0.5,2.6,0,,,3.2,,1015.6,
2022-11-03 00:00:00,-0.8,-2,-0.1,0,,,5.1,,1017.8,
2022-11-04 00:00:00,-0.8,-1.9,0.3,0,,,4.7,,1018.8,
2022-11-05 00:00:00,0,-0.8,1.1,0,,,3.5,,1025.6,
2022-11-06 00:00:00,-0.2,-1.5,0.8,0,,,2.6,,1028.4,
2022-11-07 00:00:00,1.8,-0.1,3.5,3.1,,,3.5,,1022.8,
2022-11-08 00:00:00,4.7,2.8,6.6,3.3,,,3.8,,1016.1,
2022-11-09 00:00:00,8.4,6.1,10,0.7,,,4.1,,1016.5,
2022-11-10 00:00:00,8.6,8,9.6,0.5,,,4.4,,1018.7,
2022-11-11 00:00:00,8.2,7.6,8.7,1.8,,,3.8,,1020,
2022-11-12 00:00:00,10,8.4,11.8,1,,,7.9,,1011.1,
2022-11-13 00:00:00,7.4,4.8,11.1,0.2,,,12.1,,1012.7,
2022-11-14 00:00:00,0.3,-1.6,3.7,0,,,9.5,,1024.7,
2022-11-15 00:00:00,-1.2,-2.6,0,3.6,,,3.1,,1020.3,
2022-11-16 00:00:00,-3.2,-5.7,-1.6,0.7,,,3.2,,1015.7,
2022-11-17 00:00:00,-3.8,-5.4,-2.7,0.6,,,3.4,,1013,
2022-11-18 00:00:00,-5.6,-6.4,-5.1,3.6,,,6.9,,1010.7,
2022-11-19 00:00:00,-4.6,-7.2,-3,0.2,,,3.7,,1019,
2022-11-20 00:00:00,-3.1,-3.9,-1.8,2.2,,,2.8,,1021,
2022-11-21 00:00:00,-3.9,-4.8,-2.7,0,,,3.4,,1021.4,
2022-11-22 00:00:00,-1.9,-5,1.1,6.6,,,5.8,,1011.4,
2022-11-23 00:00:00,0.1,-1.6,1.1,0.6,,,4.6,,1008.6,
2022-11-24 00:00:00,-4,-5.9,-2.3,0,,,4.2,,1019,
2022-11-25 00:00:00,-5.7,-6.5,-4.7,0,,,4.4,,1027.7,
2022-11-26 00:00:00,-5.6,-6.3,-4.8,0,,,5.1,,1033.2,
2022-11-27 00:00:00,-4.5,-6.5,-2.8,0,,,4.9,,1035.7,
2022-11-28 00:00:00,-4.4,-5,-3.6,0.9,,,5.8,,1039.3,
2022-11-29 00:00:00,-6.1,-8.8,-4.5,0,,,4.5,,1043,
2022-11-30 00:00:00,-8.9,-12,-6.5,0,,,2.4,,1044.2,
2022-12-01 00:00:00,-9.5,-13.5,-6.1,0,,,1.5,,1044.7,
2022-12-02 00:00:00,-9.8,-12.4,-6.7,0,,,2.4,,1044.5,
2022-12-03 00:00:00,-10,-13.4,-6.7,0,,,4.8,,1047.2,
2022-12-04 00:00:00,-8.6,-10,-7.1,0,,,5.7,,1049.3,
2022-12-05 00:00:00,-9.6,-12.1,-6.9,0,,,3.1,,1043.8,
2022-12-06 00:00:00,-7.3,-9.2,-4.4,0,,,4.6,,1033.4,
2022-12-07 00:00:00,-8,-9.6,-6.2,0,,,7.4,,1028.2,
2022-12-08 00:00:00,-7.1,-9.1,-4.3,1.9,,,8.4,,1022,
2022-12-09 00:00:00,-3.8,-4.6,-3.2,1.5,,,4.1,,1020.4,
2022-12-10 00:00:00,-2.4,-3.8,-1,10.9,,,1.9,,1014.4,
2022-12-11 00:00:00,-0.6,-1.3,0.5,9.5,,,3.9,,1010.4,
2022-12-12 00:00:00,2.6,0.6,3.5,17.5,,,8.6,,1003.8,
2022-12-13 00:00:00,1,-1.1,2.9,5.3,,,3.9,,1008,
2022-12-14 00:00:00,-3.9,-5.2,-1.8,8.6,,,3.7,,1007.7,
2022-12-15 00:00:00,-5.1,-6.3,-4.2,2.3,,,4.1,,1020.1,
2022-12-16 00:00:00,-4.4,-6.4,-2.3,1.5,,,3.6,,1019.8,
2022-12-17 00:00:00,-4.2,-5.3,-3.8,5,,,4.4,,1022.4,
2022-12-18 00:00:00,-6.1,-8.7,-4.4,17.5,,,9.5,,1017.1,
2022-12-19 00:00:00,-6.2,-10.3,-2,0.5,,,5.1,,1027.8,
2022-12-20 00:00:00,-5.8,-9.8,-2.1,0,,,3.3,,1023.8,
2022-12-21 00:00:00,-5.2,-10.9,-0.9,2.1,,,3.2,,1017.4,
2022-12-22 00:00:00,1.1,-0.5,1.9,6,,,3.9,,1008.6,
2022-12-23 00:00:00,2,1.1,3,1,,,3.5,,1007.2,
2022-12-24 00:00:00,2,0.7,2.5,4,,,3.4,,1007.8,
2022-12-25 00:00:00,-3,-6.2,0.1,0,,,3.3,,1022.5,
2022-12-26 00:00:00,-4.9,-6.2,-3.4,0,,,2.3,,1030.5,
2022-12-27 00:00:00,-4.7,-6.4,-2.2,4.9,,,6.3,,1020.8,
2022-12-28 00:00:00,-1.5,-1.8,-1.1,3.8,,,3.4,,1011.3,
2022-12-29 00:00:00,-1.7,-3,-0.4,0.4,,,2.4,,1016.5,
2022-12-30 00:00:00,0.2,-1.7,1.9,2,,,3.1,,1013.5,
2022-12-31 00:00:00,1.4,0.2,1.9,6.9,,,2.6,,1014.6,
