EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-09-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : maximum temperature in 0.1 &#176;C
30-34 Q_TX : Quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 106439) of FRANCE, LE PUY - LOUDES (STAID: 2196)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TX, Q_TX
  2196,106439,19840306,   75,    0
  2196,106439,19840307,   88,    0
  2196,106439,19840308,   14,    0
  2196,106439,19840309,   -4,    0
  2196,106439,19840310,    3,    0
  2196,106439,19840311,   38,    0
  2196,106439,19840312,   45,    0
  2196,106439,19840313,   70,    0
  2196,106439,19840314,   81,    0
  2196,106439,19840315,   68,    0
  2196,106439,19840316,   76,    0
  2196,106439,19840317,   80,    0
  2196,106439,19840318,   87,    0
  2196,106439,19840319,   89,    0
  2196,106439,19840320,   80,    0
  2196,106439,19840321,   54,    0
  2196,106439,19840322,   63,    0
  2196,106439,19840323,   93,    0
  2196,106439,19840324,   95,    0
  2196,106439,19840325,   83,    0
  2196,106439,19840326,   73,    0
  2196,106439,19840327,  114,    0
  2196,106439,19840328,  107,    0
  2196,106439,19840329,   72,    0
  2196,106439,19840330,   78,    0
  2196,106439,19840331,  125,    0
  2196,106439,19840401,   92,    0
  2196,106439,19840402,    4,    0
  2196,106439,19840403,   24,    0
  2196,106439,19840404,   72,    0
  2196,106439,19840405,   51,    0
  2196,106439,19840406,   66,    0
  2196,106439,19840407,   71,    0
  2196,106439,19840408,   77,    0
  2196,106439,19840409,   96,    0
  2196,106439,19840410,  133,    0
  2196,106439,19840411,   76,    0
  2196,106439,19840412,  104,    0
  2196,106439,19840413,  127,    0
  2196,106439,19840414,  168,    0
  2196,106439,19840415,  137,    0
  2196,106439,19840416,   64,    0
  2196,106439,19840417,   81,    0
  2196,106439,19840418,  121,    0
  2196,106439,19840419,  165,    0
  2196,106439,19840420,  205,    0
  2196,106439,19840421,  218,    0
  2196,106439,19840422,  224,    0
  2196,106439,19840423,  222,    0
  2196,106439,19840424,  222,    0
  2196,106439,19840425,  202,    0
  2196,106439,19840426,  200,    0
  2196,106439,19840427,  207,    0
  2196,106439,19840428,  179,    0
  2196,106439,19840429,  142,    0
  2196,106439,19840430,  141,    0
  2196,106439,19840501,  149,    0
  2196,106439,19840502,  135,    0
  2196,106439,19840503,  152,    0
  2196,106439,19840504,  126,    0
  2196,106439,19840505,  167,    0
  2196,106439,19840506,  137,    0
  2196,106439,19840507,  158,    0
  2196,106439,19840508,   77,    0
  2196,106439,19840509,  120,    0
  2196,106439,19840510,   97,    0
  2196,106439,19840511,   92,    0
  2196,106439,19840512,   81,    0
  2196,106439,19840513,   77,    0
  2196,106439,19840514,  138,    0
  2196,106439,19840515,  122,    0
  2196,106439,19840516,  118,    0
  2196,106439,19840517,  102,    0
  2196,106439,19840518,  117,    0
  2196,106439,19840519,  112,    0
  2196,106439,19840520,  136,    0
  2196,106439,19840521,  129,    0
  2196,106439,19840522,  105,    0
  2196,106439,19840523,  121,    0
  2196,106439,19840524,  152,    0
  2196,106439,19840525,  127,    0
  2196,106439,19840526,   96,    0
  2196,106439,19840527,  105,    0
  2196,106439,19840528,   81,    0
  2196,106439,19840529,   74,    0
  2196,106439,19840530,   96,    0
  2196,106439,19840531,  161,    0
  2196,106439,19840601,  183,    0
  2196,106439,19840602,  162,    0
  2196,106439,19840603,   83,    0
  2196,106439,19840604,  104,    0
  2196,106439,19840605,  126,    0
  2196,106439,19840606,  117,    0
  2196,106439,19840607,  140,    0
  2196,106439,19840608,  104,    0
  2196,106439,19840609,  183,    0
  2196,106439,19840610,  198,    0
  2196,106439,19840611,  192,    0
  2196,106439,19840612,  207,    0
  2196,106439,19840613,  241,    0
  2196,106439,19840614,  261,    0
  2196,106439,19840615,  240,    0
  2196,106439,19840616,  205,    0
  2196,106439,19840617,  250,    0
  2196,106439,19840618,  233,    0
  2196,106439,19840619,  242,    0
  2196,106439,19840620,  251,    0
  2196,106439,19840621,  245,    0
  2196,106439,19840622,  217,    0
  2196,106439,19840623,  181,    0
  2196,106439,19840624,  170,    0
  2196,106439,19840625,  204,    0
  2196,106439,19840626,  224,    0
  2196,106439,19840627,  274,    0
  2196,106439,19840628,  215,    0
  2196,106439,19840629,  210,    0
  2196,106439,19840630,  235,    0
  2196,106439,19840701,  274,    0
  2196,106439,19840702,  180,    0
  2196,106439,19840703,  188,    0
  2196,106439,19840704,  183,    0
  2196,106439,19840705,  208,    0
  2196,106439,19840706,  241,    0
  2196,106439,19840707,  275,    0
  2196,106439,19840708,  262,    0
  2196,106439,19840709,  269,    0
  2196,106439,19840710,  292,    0
  2196,106439,19840711,  268,    0
  2196,106439,19840712,  263,    0
  2196,106439,19840713,  219,    0
  2196,106439,19840714,  238,    0
  2196,106439,19840715,  198,    0
  2196,106439,19840716,  182,    0
  2196,106439,19840717,  182,    0
  2196,106439,19840718,  226,    0
  2196,106439,19840719,  259,    0
  2196,106439,19840720,  301,    0
  2196,106439,19840721,  299,    0
  2196,106439,19840722,  316,    0
  2196,106439,19840723,  336,    0
  2196,106439,19840724,  292,    0
  2196,106439,19840725,  257,    0
  2196,106439,19840726,  212,    0
  2196,106439,19840727,  216,    0
  2196,106439,19840728,  260,    0
  2196,106439,19840729,  306,    0
  2196,106439,19840730,  264,    0
  2196,106439,19840731,  242,    0
  2196,106439,19840801,  213,    0
  2196,106439,19840802,  280,    0
  2196,106439,19840803,  296,    0
  2196,106439,19840804,  212,    0
  2196,106439,19840805,  205,    0
  2196,106439,19840806,  189,    0
  2196,106439,19840807,  212,    0
  2196,106439,19840808,  150,    0
  2196,106439,19840809,  151,    0
  2196,106439,19840810,  142,    0
  2196,106439,19840811,  160,    0
  2196,106439,19840812,  192,    0
  2196,106439,19840813,  224,    0
  2196,106439,19840814,  213,    0
  2196,106439,19840815,  215,    0
  2196,106439,19840816,  226,    0
  2196,106439,19840817,  216,    0
  2196,106439,19840818,  239,    0
  2196,106439,19840819,  252,    0
  2196,106439,19840820,  243,    0
  2196,106439,19840821,  243,    0
  2196,106439,19840822,  227,    0
  2196,106439,19840823,  165,    0
  2196,106439,19840824,  170,    0
  2196,106439,19840825,  187,    0
  2196,106439,19840826,  197,    0
  2196,106439,19840827,  168,    0
  2196,106439,19840828,  192,    0
  2196,106439,19840829,  219,    0
  2196,106439,19840830,  226,    0
  2196,106439,19840831,  244,    0
  2196,106439,19840901,  260,    0
  2196,106439,19840902,  301,    0
  2196,106439,19840903,  249,    0
  2196,106439,19840904,  238,    0
  2196,106439,19840905,  141,    0
  2196,106439,19840906,  112,    0
  2196,106439,19840907,  142,    0
  2196,106439,19840908,  159,    0
  2196,106439,19840909,  152,    0
  2196,106439,19840910,  152,    0
  2196,106439,19840911,  162,    0
  2196,106439,19840912,  204,    0
  2196,106439,19840913,  246,    0
  2196,106439,19840914,  204,    0
  2196,106439,19840915,  137,    0
  2196,106439,19840916,  140,    0
  2196,106439,19840917,  163,    0
  2196,106439,19840918,  111,    0
  2196,106439,19840919,  108,    0
  2196,106439,19840920,  194,    0
  2196,106439,19840921,  162,    0
  2196,106439,19840922,  162,    0
  2196,106439,19840923,  137,    0
  2196,106439,19840924,  107,    0
  2196,106439,19840925,   92,    0
  2196,106439,19840926,  148,    0
  2196,106439,19840927,  191,    0
  2196,106439,19840928,  183,    0
  2196,106439,19840929,  122,    0
  2196,106439,19840930,  167,    0
  2196,106439,19841001,  145,    0
  2196,106439,19841002,  132,    0
  2196,106439,19841003,  110,    0
  2196,106439,19841004,  120,    0
  2196,106439,19841005,  117,    0
  2196,106439,19841006,   79,    0
  2196,106439,19841007,   95,    0
  2196,106439,19841008,  121,    0
  2196,106439,19841009,  140,    0
  2196,106439,19841010,  163,    0
  2196,106439,19841011,  179,    0
  2196,106439,19841012,  146,    0
  2196,106439,19841013,  160,    0
  2196,106439,19841014,  173,    0
  2196,106439,19841015,  180,    0
  2196,106439,19841016,  167,    0
  2196,106439,19841017,  184,    0
  2196,106439,19841018,  155,    0
  2196,106439,19841019,  166,    0
  2196,106439,19841020,  129,    0
  2196,106439,19841021,  112,    0
  2196,106439,19841022,  143,    0
  2196,106439,19841023,  172,    0
  2196,106439,19841024,  199,    0
  2196,106439,19841025,  150,    0
  2196,106439,19841026,  119,    0
  2196,106439,19841027,  118,    0
  2196,106439,19841028,  131,    0
  2196,106439,19841029,  155,    0
  2196,106439,19841030,  161,    0
  2196,106439,19841031,  166,    0
  2196,106439,19841101,  183,    0
  2196,106439,19841102,  149,    0
  2196,106439,19841103,   90,    0
  2196,106439,19841104,  102,    0
  2196,106439,19841105,   97,    0
  2196,106439,19841106,  119,    0
  2196,106439,19841107,  132,    0
  2196,106439,19841108,  132,    0
  2196,106439,19841109,  138,    0
  2196,106439,19841110,  144,    0
  2196,106439,19841111,  173,    0
  2196,106439,19841112,  146,    0
  2196,106439,19841113,  140,    0
  2196,106439,19841114,   92,    0
  2196,106439,19841115,   57,    0
  2196,106439,19841116,   69,    0
  2196,106439,19841117,   56,    0
  2196,106439,19841118,   72,    0
  2196,106439,19841119,   87,    0
  2196,106439,19841120,   65,    0
  2196,106439,19841121,  108,    0
  2196,106439,19841122,  137,    0
  2196,106439,19841123,  144,    0
  2196,106439,19841124,  129,    0
  2196,106439,19841125,  110,    0
  2196,106439,19841126,  100,    0
  2196,106439,19841127,   61,    0
  2196,106439,19841128,  143,    0
  2196,106439,19841129,   85,    0
  2196,106439,19841130,   95,    0
  2196,106439,19841201,   87,    0
  2196,106439,19841202,   51,    0
  2196,106439,19841203,   12,    0
  2196,106439,19841204,   61,    0
  2196,106439,19841205,  113,    0
  2196,106439,19841206,  130,    0
  2196,106439,19841207,   91,    0
  2196,106439,19841208,   99,    0
  2196,106439,19841209,   99,    0
  2196,106439,19841210,   57,    0
  2196,106439,19841211,   95,    0
  2196,106439,19841212,  104,    0
  2196,106439,19841213,   85,    0
  2196,106439,19841214,   59,    0
  2196,106439,19841215,   78,    0
  2196,106439,19841216,  112,    0
  2196,106439,19841217,   80,    0
  2196,106439,19841218,   54,    0
  2196,106439,19841219,   29,    0
  2196,106439,19841220,   49,    0
  2196,106439,19841221,   79,    0
  2196,106439,19841222,   27,    0
  2196,106439,19841223,   66,    0
  2196,106439,19841224,   47,    0
  2196,106439,19841225,    2,    0
  2196,106439,19841226,   15,    0
  2196,106439,19841227,   32,    0
  2196,106439,19841228,   -4,    0
  2196,106439,19841229,  -30,    0
  2196,106439,19841230,  -44,    0
  2196,106439,19841231,  -18,    0
  2196,106439,19850101,   12,    0
  2196,106439,19850102,  -20,    0
  2196,106439,19850103,  -56,    0
